,region,council,date_issued,council_ref,location_street,location_suburb,location_area, Location_Postcode ,legal_description,val_number,consent_value,description
3002,Auckland,Auckland,29-Mar-19,ABCO10285005,41 Halsey Drive,Mount Roskill,Auckland, 1042 ,,Lot 43 Dp 67096,4990,install new freestanding solid wood burner to replace existing.
3004,Auckland,Auckland,29-Mar-19,ABCO10284191,22A Church Bay Road,Waiheke Island,Auckland, 1081 ,,Lot 1 Dp 72593,5000,install new inbuilt wood fire and flue to replace existing.
3005,Auckland,Auckland,29-Mar-19,ABCO10283910,122 Grange Road,Mount Eden,Auckland, 1024 ,,Lot 8 Dp 1648,5000,installation of new freestanding solid fuel heater and flue to replace old appliance
3031,Auckland,Auckland,01-Apr-19,ABCO10285478,15 Maybeck Road,Mount Albert,Auckland,  ,"3/5 Sh Lot 1 Dp 117584, Garage 1 Dp 117584, Flat 1 Dp 117584",,3000,dbc - solid fuel heater
3059,Auckland,Auckland,03-Apr-19,ABCO10285589,85 Frederick Street,Hillsborough,Auckland,  ,Lot 2 Dp 53896,,4500,install a new masport bannockburn i2000 insert wood fire and flue.
3189,Auckland,Auckland,16-Apr-19,ABCO10285019,25 Westbourne Road,Remuera,Auckland, 1050 ,Pt Lot 15 Dp 7500,,7000,install new freestanding wood fire and flue to replace existing.
3207,Auckland,Auckland,17-Apr-19,ABCO10285006,5 Vause Street,Ellerslie,Auckland, 1051 ,"Flat 1 Dp 133373, 1/2 Sh Lot 43 Dp 40387",,4240,install new freestanding solid wood burner to replace existing.
3208,Auckland,Auckland,17-Apr-19,ABCO10285008,63 Erua Road,Waiheke Island,Auckland, 1081 ,Lot 49 Dp 14355,,4850,install new freestanding solid wood burner.
3293,Auckland,Auckland,29-Apr-19,ABCO10282289,31 Marine Parade,Herne Bay,Auckland, 1011 ,Lot 1 Dp 510896,,3000000,"rbw - additions and alterations to a 3 storey character home on marine parade. new external stairs. new layout to include 4 bedrooms, study room, 4 bath/ensuite, solid fuel heater, deck, pool, pergolas, and bbq area."
3358,Auckland,Auckland,03-May-19,ABCO10285376,22 Calais Terrace,Waiheke Island,Auckland, 1081 ,Lot 249 Dp 11378,,3000,install new freestanding wood fire and flue to replace existing.
3382,Auckland,Auckland,06-May-19,ABCO10285732,1 Grant Street,Mount Albert,Auckland, 1025 ,Lot 11 Dp 17566,,3500,install freestanding wood fire and flue.
3383,Auckland,Auckland,06-May-19,ABCO10285643,25 Maple Street,Avondale,Auckland, 1026 ,Lot 18 Dp 53542,,4020,install new freestanding solid fire wood burner.
3384,Auckland,Auckland,06-May-19,ABCO10286685,18 Ascania Place,Mount Roskill,Auckland, 1042 ,Lot 34 Dp 127968,,4139,installation of a solid fuel heater to manufacturers specifications
3401,Auckland,Auckland,07-May-19,ABCO10285375,48 Hill Road,Waiheke Island,Auckland, 1081 ,Lot 434 Dp 16816,,4000,install new freestanding wood fire and flue.
3402,Auckland,Auckland,07-May-19,ABCO10285608,37 Mary Dreaver Street,New Windsor,Auckland, 0600 ,Lot 17 Dp 49928,,4980,install new built-in solid fire wood burner.
3420,Auckland,Auckland,08-May-19,ABCO10285741,47 Ocean Road,Waiheke Island,Auckland, 1081 ,Lot 601 Dp 16353,,1200,install new freestanding metro wood burner.
3423,Auckland,Auckland,08-May-19,ABCO10285733,30 Omiha Road,Waiheke Island,Auckland, 1081 ,Lot 481 Dp 20610,,5000,install new freestanding wood fire and flue.
3424,Auckland,Auckland,08-May-19,ABCO10285731,3 Stewart Avenue,Panmure,Auckland, 1072 ,Lot 191 Dp 21465,,6500,install freestanding wood fire and flue.
3445,Auckland,Auckland,09-May-19,ABCO10286530,13 Connolly Avenue,Three Kings,Auckland, 1041 ,Lot 137 Dp 48251,,4900,install new insert solid fuel wood fire to replace existing.
3446,Auckland,Auckland,09-May-19,ABCO10287143,59 Morningside Drive,St Lukes,Auckland, 1025 ,"Flat 1 Dp 141632, 1/3 Sh Lot 1 Dp 141632",,4987,install new built-in solid fuel wood burner.
3479,Auckland,Auckland,10-May-19,ABCO10285740,32 Sea View Road,Waiheke Island,Auckland, 1081 ,Lot 45 Dp 11656,,1200,install new freestanding metro wood burner.
3504,Auckland,Auckland,13-May-19,ABCO10287162,8 Winsomere Crescent,Westmere,Auckland, 1022 ,Lot 5 Dp 38096,,3000,solid fuel heater - replace existing wood burner.
3534,Auckland,Auckland,13-May-19,ABCO10281432,80 Paice Avenue,Sandringham,Auckland, 1025 ,Lot 14 Dp 3671,,850000,rbw - additions and alterations to existing dwelling including solid fuel heater and deck.
3587,Auckland,Auckland,16-May-19,ABCO10286088,6 Lorraine Avenue,Owairaka,Auckland, 1025 ,"Flat 1 Dp 148649, 1/2 Sh Lot 23 Dp 39266",,3000,install new insert wood fire and flue to replace existing.
3636,Auckland,Auckland,20-May-19,ABCO10287053,43 Wendover Road,Glendowie,Auckland, 1071 ,Lot 322 Dp 53237,,3500,installation of metro wee rad woody solid fuel heater in accordance with manufacturer's specifications
3639,Auckland,Auckland,20-May-19,ABCO10288133,56 Finch Street,Western Springs,Auckland, 1022 ,Lot 12 Dp 7700,,8000,installation of an insert solid fuel heater metro smart
3653,Auckland,Auckland,20-May-19,ABCO10284579,40 Walter Frank Drive,Waiheke Island,Auckland, 1081 ,Lot 43 Dp 331964,,1200000,rbw - new two storey dwelling with separate double garage. underground cellar and open wood fire.concrete blocks foundation walls and light timber frame construction to nzs3604
3658,Auckland,Auckland,21-May-19,ABCO10286916,32 Boakes Road,Mount Wellington,Auckland, 1060 ,"1/2 Sh Lot 126 Dp 43373, Flat 1 Dp 123977",,3500,installation of wagener sparky ca solid fuel heater in accordance with manufacturer's specifications
3659,Auckland,Auckland,21-May-19,ABCO10286891,40 Abbotts Way,Remuera,Auckland, 1050 ,Lot 3 Dp 51398,,3500,install new freestanding wood fire and flue.
3660,Auckland,Auckland,21-May-19,ABCO10287146,59 Martin Avenue,Mount Albert,Auckland, 1025 ,Lot 6 Dp 19168,,3965,install new freestanding solid wood burner to replace existing.
3661,Auckland,Auckland,21-May-19,ABCO10286918,19 Taumata Road,Sandringham,Auckland, 1025 ,"Lot 1 Dp 27935, Lot 2 Dp 27935",,4000,installation of metro tiny rad woody (dry) solid fuel heater in accordance with manufacturer's specifications
3675,Auckland,Auckland,22-May-19,ABCO10287010,15 Tetley Road,Waiheke Island,Auckland, 1081 ,Lot 492 Dp 16353,,4000,installation of new freestanding metro eco tiny rad wood burner and new flue to replace existing wood burner
3676,Auckland,Auckland,22-May-19,ABCO10285642,54 Wingate Street,Avondale,Auckland, 0600 ,Lot 5 Dp 333293,,4083,install new freestanding solid fire wood burner.
3678,Auckland,Auckland,22-May-19,ABCO10287144,63 Malvern Road,Mount Albert,Auckland, 1022 ,Lot 3 Dp 16339,,4986,installation of firenzo compact ag insert solid fuel heater in accordance with manufacturer's specifications
3680,Auckland,Auckland,22-May-19,ABCO10288138,55 Tawa Road,Onehunga,Auckland, 1061 ,Lot 2 Dp 93848,,5300,installation of an insert solid fuel heater kent cardrona
3696,Auckland,Auckland,22-May-19,ABCO10285470,10 Richmond Road,Ponsonby,Auckland, 1021 ,Lot 9 Sec 68 Dp 242,,800000,"rbw - alterations and additions to dwelling, new garage addition, new solid fuel heater addition."
3720,Auckland,Auckland,24-May-19,ABCO10287762,44A Aldersgate Road,Hillsborough,Auckland, 1042 ,Lot 239 Dp 43660,,4000,install wood fire - replacement
3745,Auckland,Auckland,27-May-19,ABCO10287117,233 Balmoral Road,Balmoral,Auckland, 1025 ,Lot 2 Dp 8734,,3527,installation of jayline is550 insert solid fuel heater in accordance with manufacturer's specifications
3746,Auckland,Auckland,27-May-19,ABCO10287615,1/82 Alfred Street,Onehunga,Auckland, 1061 ,"Flat 1 Dp 186830, 1/2 Sh Lot 1 Dp 183039",,5000,installation of firenzo kompact ag insert solid fuel heater in accordance with manufacturer's specifications
3771,Auckland,Auckland,28-May-19,ABCO10288446,17 Blackett Crescent,Meadowbank,Auckland, 1072 ,Lot 34 Dp 41003,,2359,installation of a solid fuel heater to manufacturers specifications
3808,Auckland,Auckland,30-May-19,ABCO10287185,3 Oxton Road,Sandringham,Auckland, 1041 ,Lot 53 Dp 4767,,3500,installation of masport r3000 ped freestanding solid fuel heater to replace old appliance in accordance with manufacturer's specifications
3809,Auckland,Auckland,30-May-19,ABCO10287852,9 Fourth Avenue,Kingsland,Auckland, 1021 ,Pt Lot 191 Dp 17849,,5000,installation of woodsman matai ecr mk iii freestanding solid fuel heater in accordance with manufacturer's specifications
3825,Auckland,Auckland,31-May-19,ABCO10287988,15 Tamatea Avenue,Point England,Auckland, 1072 ,Lot 178 Dp 38018,,3000,installation of metro eco tiny ped freestanding solid fuel heater in accordance with manufacturer's specifications
3826,Auckland,Auckland,31-May-19,ABCO10287987,8 Katavich Place,Mount Roskill,Auckland, 1041 ,Lot 3 Dp 60262,,3500,installation of yunca xander insert solid fuel heater in accordance with manufacturer's specifications
3863,Auckland,Auckland,05-Jun-19,ABCO10288098,38 Chatham Avenue,Mount Albert,Auckland, 1025 ,"1/2 Sh Lot 28 Dp 19751, Flat 1 Dp 112866, Carport 1 Dp 112866",,4232,installation of jayline is550 insert solid fuel heater in accordance with manufacturer's specifications
3893,Auckland,Auckland,06-Jun-19,ABCO10288111,25 Glen Oaks,Glendowie,Auckland, 1071 ,Lot 11 Dp 107954,,4994,installation of jayline fr400 freestanding solid fuel heater in accordance with manufacturer's specifications
3894,Auckland,Auckland,06-Jun-19,ABCO10288113,46 Smale Street,Point Chevalier,Auckland, 1022 ,Lot 55 Dp 15610,,4995,installation of masport bannockburn i2000 insert solid fuel heater in accordance with manufacturer's specifications
3930,Auckland,Auckland,10-Jun-19,ABCO10288321,10 Man O'War Bay Road,Waiheke Island,Auckland, 1971 ,Lot 2 Dp 349050,,2000,installation of metro eco tiny ped freestanding solid fuel heater in accordance with manufacturer's specifications
3931,Auckland,Auckland,10-Jun-19,ABCO10287992,7 Albany Road,Herne Bay,Auckland, 1011 ,Lot 6 Dp 2954,,3000,installation (replacement) of solid fuel heater - wood burner
3932,Auckland,Auckland,10-Jun-19,ABCO10288306,41 Saltaire Street,Avondale,Auckland, 1026 ,Lot 27 Dp 7217,,4000,installation of metro ambie one freestanding solid fuel heater in accordance with manufacturer's specifications
3933,Auckland,Auckland,10-Jun-19,ABCO10288337,112A Valley Road,Mount Eden,Auckland, 1024 ,Lot 1 Dp 89243,,4981,installation of metro eco smart (dryback) insert solid fuel heater in accordance with manufacturer's specifications
3934,Auckland,Auckland,10-Jun-19,ABCO10288000,104 Whitehaven Road,Glendowie,Auckland, 1071 ,Lot 49 Dp 20890,,7500,installation of stovax riva studio 2 insert solid fuel heater in accordance with manufacturer's specifications
3958,Auckland,Auckland,11-Jun-19,ABCO10288478,24 Nelson Avenue,Waiheke Island,Auckland, 1081 ,Lot 247 Dp 16355,,1200,installation of woodsman ecr novo solid fuel heater in accordance with manufacturer's specifications
3961,Auckland,Auckland,11-Jun-19,ABCO10288332,8/40 Arabi Street,Sandringham,Auckland, 1041 ,"1/8 Sh Lot 5 Dp 50845, Flat 8 Dp 82001, Carport 8 Dp 82001",,4990,installation of masport r1200 ped freestanding solid fuel heater in accordance with manufacturer's specifications
4004,Auckland,Auckland,13-Jun-19,ABCO10288918,76 St Michaels Avenue,Point Chevalier,Auckland, 1022 ,"Lot 52 Dp 7475, Lot 213 Dp 7475",,3000,installation of replacement wood burner
4033,Auckland,Auckland,17-Jun-19,ABCO10288944,148 Paihia Road,Onehunga,Auckland, 1061 ,"Flat 1 Dp 140986, 1/3 Sh Lot 168 Dp 17733",,3500,flat 1 - installation of masport r3000 ped freestanding solid fuel heater in accordance with manufacturer's specifications
4034,Auckland,Auckland,17-Jun-19,ABCO10288083,63 Wairiki Road,Mount Eden,Auckland, 1024 ,Lot 1 Deeds Reg 244,,4623,installation of masport r3000ws freestanding solid fuel heater in accordance with manufacturer's specifications
4083,Auckland,Auckland,20-Jun-19,ABCO10289017,75 Patteson Avenue,Mission Bay,Auckland, 1071 ,Lot 264 Dp 19136,,3000,installation of ethos ares deluxe insert solid fuel heater in accordance with manufacturer's specifications
4085,Auckland,Auckland,20-Jun-19,ABCO10289751,105 Waipuna Road East,Panmure,Auckland, 1060 ,Lot 1 Dp 39314,,4500,installation of an free standing solid fuel heater kent oxford
4096,Auckland,Auckland,20-Jun-19,ABCO10288698,17 Burwood Crescent,Remuera,Auckland, 1050 ,Lot 12 Dp 7664,,150000,new pergola structure with a glass roof to the existing courtyard. work includes a new exterior wood fire.
4126,Auckland,Auckland,25-Jun-19,ABCO10289173,17 Troy Place,Glendowie,Auckland, 1071 ,Lot 43 Dp 44334,,4500,installation of masport bannockburn i2000 insert solid fuel heater in accordance with manufacturer's specifications
4129,Auckland,Auckland,25-Jun-19,ABCO10289175,511 Richmond Road,Grey Lynn,Auckland, 1021 ,"Au 4 Up 95133, Unit D Up 95133",,5000,installation of firenzo vision freestanding solid fuel heater in accordance with manufacturer's specifications
4165,Auckland,Auckland,27-Jun-19,ABCO10289168,22 Royal Terrace,Kingsland,Auckland, 1025 ,Lot 15 Dp 4284,,4000,installation of metro r1 freestanding solid fuel heater in accordance with manufacturer's specifications
4166,Auckland,Auckland,27-Jun-19,ABCO10289302,22 Carnarvon Avenue,Glendowie,Auckland, 1071 ,Lot 372 Dp 20612,,4000,installation of metro wee rad woody freestanding solid fuel heater in accordance with manufacturer's specifications
4185,Auckland,Auckland,28-Jun-19,ABCO10289389,2/273 St Johns Road,Meadowbank,Auckland, 1072 ,"1/2 Sh Lot 2 Dp 51549, Flat 2 Dp 108810",,4000,flat 2 - installation of metro eco smart (dryback) freestanding solid fuel heater in accordance with manufacturer's specifications
4215,Auckland,Auckland,02-Jul-19,ABCO10290454,73 Paice Avenue,Sandringham,Auckland, 1025 ,Lot 23 Dp 3671,,3000,installation of solid fuel wood burner
4216,Auckland,Auckland,02-Jul-19,ABCO10290680,52A Alverston Street,Waterview,Auckland, 1026 ,"Flat 1 Dp 120004, 1/2 Sh Lot 5 Dp 42221",,3000,installation of wood burner - replacement into masonry chimney
4217,Auckland,Auckland,02-Jul-19,ABCO10290250,4 Barrack Road,Mount Wellington,Auckland, 1060 ,"1/2 Sh Lot 8 Dp 32230, Flat 1 Dp 192552",,4500,installation of an insert solid fuel heater ethos ares insert.
4219,Auckland,Auckland,02-Jul-19,ABCO10290715,27 Glover Road,St Heliers,Auckland, 1071 ,1/2 Sh Lot 1 Dp 102403,,5500,installation of an insert solid fuel heater woodsman flare
4281,Auckland,Auckland,08-Jul-19,ABCO10289344,130A Ireland Road,Panmure,Auckland, 1060 ,"Lot 1 Dp 211338, 1/3 Sh Lot 4 Dp 211338",,3000,installation of metro ambie plus freestanding solid fuel heater in accordance with manufacturer's specifications
4282,Auckland,Auckland,08-Jul-19,ABCO10289437,24 Esslin Road,Waiheke Island,Auckland, 1081 ,Lot 1 Dp 136533,,3000,install new metro ambie freestanding wood burner.
4283,Auckland,Auckland,08-Jul-19,ABCO10289610,23 Seaside Avenue,Waterview,Auckland, 1026 ,Lot 84 Dp 18786,,4498,install new built-in solid wood burner to replace existing.
4284,Auckland,Auckland,08-Jul-19,ABCO10289169,13 Karori Crescent,Orakei,Auckland, 1071 ,Sec 286 Town Orakei,,4500,installation of studio stove-14 freestanding solid fuel heater in accordance with manufacturer's specifications
4303,Auckland,Auckland,09-Jul-19,ABCO10289598,100 Whitehaven Road,Glendowie,Auckland, 1071 ,Lot 1 Dp 51267,,4174,install new freestanding solid wood burner to replace existing.
4304,Auckland,Auckland,09-Jul-19,ABCO10289597,133 South Pacific Road,Rakino Island,Auckland,  ,Lot 29 Dp 59332,,4205,install new freestanding  solid wood burner.
4305,Auckland,Auckland,09-Jul-19,ABCO10289911,29 Sherwood Avenue,Grey Lynn,Auckland, 1021 ,Lot 100 Dp 4557,,4325,installation of solid wood burner.
4306,Auckland,Auckland,09-Jul-19,ABCO10289611,46 Arthur Street,Ellerslie,Auckland, 1051 ,Lot 17 Dp 34766,,4991,install new built-in solid wood burner to replace existing.
4307,Auckland,Auckland,09-Jul-19,ABCO10289613,87A Alfred Street,Onehunga,Auckland, 1061 ,"1/3 Sh Lot 4 Dp 36482, Flat 2 Dp 416128, Carport 2 Dp 416128",,4993,install new insert solid wood burner.
4321,Auckland,Auckland,10-Jul-19,ABCO10289696,37 Te Aroha Avenue,Waiheke Island,Auckland,  ,Lot 1047 Dp 16962,,3800,install freestanding woodfire & flue
4322,Auckland,Auckland,10-Jul-19,ABCO10289409,152 Taniwha Street,Glen Innes,Auckland, 1072 ,Lot 11 Dp 41451,,4400,installation of metro eco wee ped freestanding solid fuel heater in accordance with manufacturer's specifications
4323,Auckland,Auckland,10-Jul-19,ABCO10289612,5 Kenley Place,Avondale,Auckland, 1026 ,Lot 40 Dp 44971,,4989,install new freestanding solid wood burner.
4324,Auckland,Auckland,10-Jul-19,ABCO10289822,59A Melanesia Road,Kohimarama,Auckland, 1071 ,"Flat 2 Dp 309831, 1/2 Sh Lot 185 Dp 36461",,6000,install new inbuilt wood fire and flu to replace existing.
4365,Auckland,Auckland,12-Jul-19,ABCO10290057,16A Ngauruhoe Street,Mount Eden,Auckland, 1024 ,Lot 1 Dp 156211,,3000,installation of wood burner - replacement
4380,Auckland,Auckland,13-Jul-19,ABCO10289842,56 Frank Street,Waiheke Island,Auckland, 1081 ,Lot 783 Dp 16962,,90000,ground floor and upper floor bathroom altered. remove internal non-load bearing walls. install 3 new skylights. new rinnai gas water heater (external) and wood burner removed
4398,Auckland,Auckland,16-Jul-19,ABCO10290562,12 Hector Street,Herne Bay,Auckland, 1011 ,Pt Allot 24 Sec 8 Suburbs Auckland,,5400,install new freestanding  pryoclassic mini wood fire and flue into chimney.
4402,Auckland,Auckland,16-Jul-19,ABCO10288428,10 Nikau Road,Waiheke Island,Auckland, 1081 ,Lot 3 Dp 519454,,560000,"rbw new 3 bedroom dwelling with attached carport, plywood clad, monopitched roof, on-site ww system and solid fuel heater"
4429,Auckland,Auckland,19-Jul-19,ABCO10290987,10 Peter Buck Road,New Windsor,Auckland, 0600 ,Lot 7 Dp 49320,,100,installation of metro eco mega smart insert solid fuel heater in accordance with manufacturer's specifications
4430,Auckland,Auckland,19-Jul-19,ABCO10290988,47 Ngake Street,Orakei,Auckland, 1071 ,Lot 3 Dp 63794,,5000,installation of ethos ares deluxe insert solid fuel heater in accordance with manufacturer's specifications
4441,Auckland,Auckland,22-Jul-19,ABCO10290993,17A Shaw Street,Kingsland,Auckland, 1025 ,"1/2 Sh Lot 11 Dp 4806, Flat 2 Dp 313138, Garage 2 Dp 313138",,4986,installation of bosca firepoint 360 freestanding solid fuel heater in accordance with manufacturer's specifications
4442,Auckland,Auckland,22-Jul-19,ABCO10289128,102 John Street,Ponsonby,Auckland, 1011 ,Flat 1 Dp 127943,,6000,flat 1 - installation of enviro olympian fpi cb insert solid fuel heater in accordance with manufacturer's specifications
4466,Auckland,Auckland,23-Jul-19,ABCO10290917,18 Pasteur Place,New Windsor,Auckland, 0600 ,Lot 45 Dp 62744,,3738,installation of masport r3000ash freestanding solid fuel heater in accordance with manufacturer's specifications
4467,Auckland,Auckland,23-Jul-19,ABCO10291018,10 Marlowe Road,Blockhouse Bay,Auckland, 0600 ,Lot 56 Dp 48459,,3879,installation of kent logfire ii insert solid fuel heater in accordance with manufacturer's specifications
4505,Auckland,Auckland,25-Jul-19,ABCO10291214,9/9 Mountain Road,Mount Wellington,Auckland, 1072 ,Unit I Up 146379,,2550,installation of a solid fuel heater
4517,Auckland,Auckland,26-Jul-19,ABCO10290992,14 Cricket Avenue,Kingsland,Auckland, 1024 ,"Pt Lot 26 Blk Ii Dp 174, Pt Lot 25 Blk Ii Dp 174",,100,installation of jayline fr300 solid fuel heater in accordance with manufacturer's specifications
4519,Auckland,Auckland,26-Jul-19,ABCO10290919,16 Lippiatt Road,Otahuhu,Auckland, 1062 ,Lot 40 Dp 20796,,4178,installation of jayline is550 insert solid fuel heater in accordance with manufacturer's specifications
4520,Auckland,Auckland,26-Jul-19,ABCO10291641,81B Balmoral Road,Mount Eden,Auckland, 1024 ,Lot 2 Dp 49722,,4500,installation of an insert solid fuel heater woodsman ecr novo
4546,Auckland,Auckland,29-Jul-19,ABCO10291270,11A Cleary Road,Panmure,Auckland, 1060 ,Lot 2 Dp 416521,,4500,installation of bosca limit 380 freestanding solid fuel heater in accordance with manufacturer's specifications
