,region,council,date_issued,council_ref,location_all,location_street,location_suburb,location_area,legal_description, consent_value ,description
460,Gisborne,Gisborne,27-Jul-16,17165,58 Riverpoint Road Matawhero  Gisborne,58 Riverpoint Road,Matawhero,,,"$6,000.00 ",logfire
461,Gisborne,Gisborne,27-Jul-16,17164,25 Gordon Street Gisborne  Gisborne,25 Gordon Street,Gisborne,,,"$4,500.00 ",logfire
462,Gisborne,Gisborne,27-Jul-16,17146,28 Ruru Avenue Gisborne  Gisborne,28 Ruru Avenue,Gisborne,,,"$4,200.00 ",logfire
463,Gisborne,Gisborne,27-Jul-16,17153,564 Childers Road Gisborne  Gisborne,564 Childers Road,Gisborne,,,"$4,000.00 ",logfire
464,Gisborne,Gisborne,27-Jul-16,17157,24 Banks Street Gisborne  Gisborne,24 Banks Street,Gisborne,,,"$1,500.00 ",logfire
465,Gisborne,Gisborne,1-Aug-16,17060,27 Pare Street Wainui Beach  Gisborne,27 Pare Street,Wainui Beach,,,"$250,000.00 ",freestanding woodfire/new garage &  renovations
474,Gisborne,Gisborne,3-Aug-16,17176,87 Moana Road Wainui  Gisborne,87 Moana Road,Wainui,,,"$1,200.00 ",freestanding woodfire
483,Gisborne,Gisborne,5-Aug-16,17174,5 Argyll Street Gisborne  Gisborne,5 Argyll Street,Gisborne,,,"$15,000.00 ",freestanding woodfire and internal alterations
484,Gisborne,Gisborne,5-Aug-16,17183,17 Murphy Road Wainui  Gisborne,17 Murphy Road,Wainui,,,"$4,500.00 ",freestanding woodfire
486,Gisborne,Gisborne,5-Aug-16,17181,162 Crawford Road Gisborne  Gisborne,162 Crawford Road,Gisborne,,,"$3,000.00 ",freestanding woodfire
487,Gisborne,Gisborne,9-Aug-16,17117,46A Lloyd George Road Wainui  Gisborne,46A Lloyd George Road,Wainui,,,"$18,000.00 ",relocate dwelling and install new yunca logfire
489,Gisborne,Gisborne,10-Aug-16,17197,81 Moana Road Wainui  Gisborne,81 Moana Road,Wainui,,,"$7,300.00 ",freestanding woodfire
490,Gisborne,Gisborne,10-Aug-16,17196,72 Lyell Road Gisborne  Gisborne,72 Lyell Road,Gisborne,,,"$4,000.00 ",freestanding woodfire
494,Gisborne,Gisborne,11-Aug-16,17198,759 Gladstone Road Gisborne  Gisborne,759 Gladstone Road,Gisborne,,,"$6,500.00 ",freestanding woodfire
496,Gisborne,Gisborne,12-Aug-16,17098,160 Valley Road Gisborne  Gisborne,160 Valley Road,Gisborne,,,"$115,000.00 ",additional classroom & freestanding woodfire to early learning centre
503,Gisborne,Gisborne,15-Aug-16,17213,121 Somerton Road Gisborne  Gisborne,121 Somerton Road,Gisborne,,,"$6,500.00 ",inbuilt woodfire
504,Gisborne,Gisborne,15-Aug-16,17212,864 Lavenham Road Gisborne  Gisborne,864 Lavenham Road,Gisborne,,,"$5,500.00 ",freestanding woodfire
506,Gisborne,Gisborne,16-Aug-16,17195,6 Tukura Road Gisborne  Gisborne,6 Tukura Road,Gisborne,,,"$12,000.00 ",replace freestanding woodfire with new and internal alterations
508,Gisborne,Gisborne,17-Aug-16,17221,51 Cameron Road Makauri  Gisborne,51 Cameron Road,Makauri,,,"$7,000.00 ",freestanding woodfire
509,Gisborne,Gisborne,17-Aug-16,17220,156 Clifford Street Gisborne  Gisborne,156 Clifford Street,Gisborne,,,"$6,500.00 ",freestanding woodfire
510,Gisborne,Gisborne,17-Aug-16,17229,51 Kowhai Street Gisborne  Gisborne,51 Kowhai Street,Gisborne,,,"$4,500.00 ",inbuilt woodfire
511,Gisborne,Gisborne,17-Aug-16,17225,1406 Matawai Road Ormond  Gisborne,1406 Matawai Road,Ormond,,,"$4,500.00 ",freestanding woodfire
512,Gisborne,Gisborne,17-Aug-16,17227,24 Manuka Street Gisborne  Gisborne,24 Manuka Street,Gisborne,,,"$4,500.00 ",inbuilt woodfire
515,Gisborne,Gisborne,18-Aug-16,17230,51 Taruheru Crescent Gisborne  Gisborne,51 Taruheru Crescent,Gisborne,,,"$4,500.00 ",inbuilt woodfire
516,Gisborne,Gisborne,18-Aug-16,17228,40 Titoki Street Gisborne  Gisborne,40 Titoki Street,Gisborne,,,"$4,500.00 ",inbuilt woodfire
517,Gisborne,Gisborne,18-Aug-16,17226,5 Atkinson Street Gisborne  Gisborne,5 Atkinson Street,Gisborne,,,"$4,500.00 ",inbuilt woodfire
518,Gisborne,Gisborne,18-Aug-16,17231,15 Newton Street Gisborne  Gisborne,15 Newton Street,Gisborne,,,"$3,800.00 ",freestanding woodfire
521,Gisborne,Gisborne,19-Aug-16,17236,8 Collins Street Gisborne  Gisborne,8 Collins Street,Gisborne,,,"$4,000.00 ",freestanding woodfire
522,Gisborne,Gisborne,19-Aug-16,17235,20 Massey Road Gisborne  Gisborne,20 Massey Road,Gisborne,,,"$3,500.00 ",freestanding woodfire
523,Gisborne,Gisborne,19-Aug-16,17239,121 Main Road Makaraka  Gisborne,121 Main Road,Makaraka,,,"$2,000.00 ",freestanding woodfire
527,Gisborne,Gisborne,23-Aug-16,17242,2307 Wharekopae Road Ngatapa  Gisborne,2307 Wharekopae Road,Ngatapa,,,"$6,000.00 ",freestanding woodfire
528,Gisborne,Gisborne,23-Aug-16,17241,7 Hooper Street Gisborne  Gisborne,7 Hooper Street,Gisborne,,,"$3,700.00 ",freestanding woodfire
529,Gisborne,Gisborne,23-Aug-16,17240,50 Gordon Street Gisborne  Gisborne,50 Gordon Street,Gisborne,,,"$2,500.00 ",freestanding woodfire
532,Gisborne,Gisborne,24-Aug-16,17243,17 Owen Road Gisborne  Gisborne,17 Owen Road,Gisborne,,,"$3,600.00 ",freestanding woodfire
537,Gisborne,Gisborne,25-Aug-16,17180,61 Lavenham Road Pututahi  Gisborne,61 Lavenham Road,Pututahi,,,"$60,000.00 ",freestanding woodfire and internal alterations
541,Gisborne,Gisborne,29-Aug-16,17260,37 Grafton Road Gisborne  Gisborne,37 Grafton Road,Gisborne,,,"$6,000.00 ",freestanding woodfire
544,Gisborne,Gisborne,30-Aug-16,17262,21 Haronga Road Gisborne  Gisborne,21 Haronga Road,Gisborne,,,"$9,000.00 ",freestanding woodfire
546,Gisborne,Gisborne,30-Aug-16,17259,22 Karaka Street Gisborne  Gisborne,22 Karaka Street,Gisborne,,,"$3,000.00 ",freestanding woodfire
548,Gisborne,Gisborne,31-Aug-16,17120,1809 Matawai Road Gisborne  Gisborne,1809 Matawai Road,Gisborne,,,"$95,000.00 ",freestanding woodfire and internal alteration
551,Gisborne,Gisborne,2-Sep-16,17266,75 Chalmers Road Gisborne  Gisborne,75 Chalmers Road,Gisborne,,,"$45,000.00 ",woodburner
552,Gisborne,Gisborne,2-Sep-16,17265,69  Wildish Street Gisborne  Gisborne,69  Wildish Street,Gisborne,,,"$4,000.00 ",woodburner
554,Gisborne,Gisborne,5-Sep-16,17270,5 Parua Street Tokomaru Bay  Gisborne,5 Parua Street,Tokomaru Bay,,,"$8,000.00 ",woodburner
555,Gisborne,Gisborne,5-Sep-16,17272,3546 Waiapu Road Gisborne  Gisborne,3546 Waiapu Road,Gisborne,,,"$7,000.00 ",woodburner
557,Gisborne,Gisborne,5-Sep-16,17271,22 Mill Road Gisborne  Gisborne,22 Mill Road,Gisborne,,,"$5,000.00 ",woodburner
559,Gisborne,Gisborne,6-Sep-16,17278,18 Queens Road Gisborne  Gisborne,18 Queens Road,Gisborne,,,"$3,900.00 ",woodburner
566,Gisborne,Gisborne,9-Sep-16,17292,4 Perry Street Gisborne  Gisborne,4 Perry Street,Gisborne,,,"$2,600.00 ",woodburner
572,Gisborne,Gisborne,13-Sep-16,17291,23 Tuparoa Road Ruatoria  Gisborne,23 Tuparoa Road,Ruatoria,,,"$3,000.00 ",woodburner
577,Gisborne,Gisborne,14-Sep-16,17301,46 Kiekie Road Waipiro Bay  Gisborne,46 Kiekie Road,Waipiro Bay,,,"$1,700.00 ",woodburner
593,Gisborne,Gisborne,19-Sep-16,17308,81 Whakato Road Manutuke  Gisborne,81 Whakato Road,Manutuke,,,"$4,000.00 ",woodburner
599,Gisborne,Gisborne,22-Sep-16,17320,45 De Lautour Road Gisborne  Gisborne,45 De Lautour Road,Gisborne,,,"$4,500.00 ",woodburner
672,Gisborne,Gisborne,31-Oct-16,17358,8 Valley Road Gisborne  Gisborne,8 Valley Road,Gisborne,,,"$6,000.00 ",new logfire
673,Gisborne,Gisborne,31-Oct-16,17351,14 School Road Gisborne  Gisborne,14 School Road,Gisborne,,,"$5,000.00 ",new logfire
676,Gisborne,Gisborne,31-Oct-16,17352,52 Ida Road Gisborne  Gisborne,52 Ida Road,Gisborne,,,"$3,000.00 ",new logfire
686,Gisborne,Gisborne,2-Nov-16,17394,40 Douglas Street Wainui  Gisborne,40 Douglas Street,Wainui,,,"$6,500.00 ",new logfire
733,Gisborne,Gisborne,1-Dec-16,17443,201 Whitaker Street   Gisborne,201 Whitaker Street,,,,"$4,000.00 ",new logfire
734,Gisborne,Gisborne,1-Dec-16,17442,1 Abbott Street   Gisborne,1 Abbott Street,,,,"$4,000.00 ",new logfire
743,Gisborne,Gisborne,12-Dec-16,17405,24 Cross Road   Gisborne,24 Cross Road,,,,"$19,000.00 ",deck and new woodburner
767,Gisborne,Gisborne,19-Dec-16,17477,392 Clifford Street   Gisborne,392 Clifford Street,,,,"$3,000.00 ",logfire
798,Hawks Bay,Central Hawkes Bay,1-Mar-16,160012,1888 Argyll Road Argyll  Central Hawkes Bay,1888 Argyll Road,Argyll,,Blk XV Maraekakaho SD Sec 1,"$40,000.00 ","internal alterations to family room & hall, kitchen. remove                                     extg woodburner & chimney, hearth etc and install new f/s"
804,Hawks Bay,Central Hawkes Bay,8-Mar-16,160026,15 St Marys Road Waipukurau  Central Hawkes Bay,15 St Marys Road,Waipukurau,,Lot 3 DP 2265,"$10,000.00 ",install 2 log burners - 1x freestanding firenzo contessa ag                                     wetback - 1x inbuilt woodsman totara
814,Hawks Bay,Central Hawkes Bay,30-Mar-16,160036,9 Parkland Drive Waipawa  Central Hawkes Bay,9 Parkland Drive,Waipawa,,Lot 6 DP 342451,"$5,340.00 ",installation of new bosca 550 freestanding woodfire
817,Hawks Bay,Central Hawkes Bay,4-Apr-16,160037,"4 Jellicoe Street, Waipukurau   Central Hawkes Bay","4 Jellicoe Street, Waipukurau",,,Lot 16 DP 13315,"$6,000.00 ",install freestanding pyroclassic iv woodburner and wetback
881,Hawks Bay,Central Hawkes Bay,28-Jul-16,160139,"3 Cook Street, Waipukurau   Central Hawkes Bay","3 Cook Street, Waipukurau",,,Lot 2 DP 471024,"$5,362.00 ",install inbuilt kent logfire ii heating
890,Hawks Bay,Central Hawkes Bay,30-Aug-16,160135,"703 Rover Road, Patangata   Central Hawkes Bay","703 Rover Road, Patangata",,,Lot 2 DP 424199,"$7,000.00 ",install woodsman tarris mkii f/s woodburner & flue. remove wall and install lintel
891,Hawks Bay,Central Hawkes Bay,30-Aug-16,160159,"60 Balfour Road, Ashley Clinton   Central Hawkes Bay","60 Balfour Road, Ashley Clinton",,,Pt Lot 5 DP 4061,"$5,000.00 ",install inbuilt yunca xander woodburner heating
1190,Hawks Bay,Hastings,24-Mar-16,20160277,202 Townshend Street Saint Leonards Hastings 4120 Hastings,202 Townshend Street,Saint Leonards,Hastings 4120,,"$10,000.00 ",new beam between kitchen/dining. remove chimney & new beams & bracing in living. new wood burner.
1208,Hawks Bay,Hastings,24-Mar-16,20160279,853 Park Road South Longlands Hastings 4122 Hastings,853 Park Road South,Longlands,Hastings 4122,,"$4,750.00 ",replacement insert of sfh - kent logfire rural
1224,Hawks Bay,Hastings,24-Mar-16,20160313,13 Chambers Street  Havelock North 4130 Hastings,13 Chambers Street,,Havelock North 4130,,"$4,100.00 ",replace existing insert sfh with kent logfire ii
1269,Hawks Bay,Hastings,21-Apr-16,20160357,421 Swamp Road RD 3 Napier 4183 Hastings,421 Swamp Road,RD 3,Napier 4183,,"$15,000.00 ",installation of woodburner  & central heating system
1519,Hawks Bay,Hastings,20-May-16,20160666,707 Norton Road Akina Hastings 4122 Hastings,707 Norton Road,Akina,Hastings 4122,,"$4,920.00 ",replacement insert of sfh - kent logfire ii
1525,Hawks Bay,Hastings,20-May-16,20160664,1238 Cunningham Crescent Mayfair Hastings 4122 Hastings,1238 Cunningham Crescent,Mayfair,Hastings 4122,,"$4,785.00 ",replacement insert of sfh - kent logfire ii
1555,Hawks Bay,Hastings,20-May-16,20160669,1003 Plunket Street Saint Leonards Hastings 4120 Hastings,1003 Plunket Street,Saint Leonards,Hastings 4120,,"$4,250.00 ",replacement insert of sfh - kent logfire ii
1556,Hawks Bay,Hastings,20-May-16,20160668,111 Duchess Crescent Mayfair Hastings 4122 Hastings,111 Duchess Crescent,Mayfair,Hastings 4122,,"$4,250.00 ",replacement insert of sfh - kent logfire ii insert
1712,Hawks Bay,Hastings,17-Jun-16,1714301,69 Folkestone Drive Flaxmere Hastings 4120 Hastings,69 Folkestone Drive,Flaxmere,Hastings 4120,,"$4,500.00 ",replacement sfh insert - kent logfire ii
1803,Hawks Bay,Hastings,30-Jun-16,20160923,43 Te Aute Road  Havelock North 4130 Hastings,43 Te Aute Road,,Havelock North 4130,,"$5,000.00 ",replacement of wood burner cooker - aga rayburn wood burner cooker
1831,Hawks Bay,Hastings,30-Jun-16,20160886,513 Nottingley Road Frimley Hastings 4120 Hastings,513 Nottingley Road,Frimley,Hastings 4120,,"$4,500.00 ",replace existing insert sfh with kent logfire ii
1952,Hawks Bay,Hastings,1-Jul-16,20161037,14 Puflett Road  Havelock North 4130 Hastings,14 Puflett Road,,Havelock North 4130,,"$4,500.00 ","replacement of existing, insert kent logfire ii sfh"
2022,Hawks Bay,Hastings,15-Jul-16,20161004,102 Heathcote Avenue Mayfair Hastings 4122 Hastings,102 Heathcote Avenue,Mayfair,Hastings 4122,,"$4,500.00 ",new install of sfh - masport woodfire wanaka
2129,Hawks Bay,Hastings,26-Aug-16,20161278,43 Whitby Crescent Flaxmere Hastings 4120 Hastings,43 Whitby Crescent,Flaxmere,Hastings 4120,,"$4,500.00 ","replacement of existing, insert kent logfire ii sfh"
2463,Hawks Bay,Hastings,17-Nov-16,20161644,1013 Southland Road Raureka Hastings 4120 Hastings,1013 Southland Road,Raureka,Hastings 4120,,"$4,000.00 ","replacement of existing, insert metro smart insert solid fuel heater sfh"
2464,Hawks Bay,Hastings,17-Nov-16,20161527,82 Joll Road  Havelock North 4130 Hastings,82 Joll Road,,Havelock North 4130,,"$4,000.00 ","replacement of existing, insert metro smart insert solid fuel heater sfh"
2491,Hawks Bay,Napier,6-Jan-16,Nr151203,62 Milton Road   Napier,62 Milton Road,,,,"$6,495.00 ",replace existing with firenzo kompact forte ag woodburner
2509,Hawks Bay,Napier,12-Jan-16,Nr151204,29 Avenue Road   Napier,29 Avenue Road,,,,"$6,135.00 ",replace existing with firenzo athena ag woodburner with
2510,Hawks Bay,Napier,12-Jan-16,Nr151195,55 Guppy Road   Napier,55 Guppy Road,,,,"$5,189.00 ",install metro xtreme rad woodburner with wetback
2511,Hawks Bay,Napier,12-Jan-16,Nr151213,12 Bucksburn Place   Napier,12 Bucksburn Place,,,,"$5,000.00 ",replace existing with contessa ag10 woodburner with wetback
2526,Hawks Bay,Napier,19-Jan-16,Nr160005,22B Chaucer Road South   Napier,22B Chaucer Road South,,,,"$5,000.00 ",replce existintg with firenzo kompact forte woodburner
2527,Hawks Bay,Napier,19-Jan-16,Nr151211,26 Konini Crescent   Napier,26 Konini Crescent,,,,"$5,000.00 ",replace existing with firenzo kompact diva woodburner
2528,Hawks Bay,Napier,19-Jan-16,Nr151219,10 Richmond Street   Napier,10 Richmond Street,,,,"$4,200.00 ",replace existing with metro eco smart insert woodburner
2536,Hawks Bay,Napier,26-Jan-16,Nr160023,59 Jervois Road   Napier,59 Jervois Road,,,,"$5,995.00 ",install pyroclassic iv freestanding woodburner
2538,Hawks Bay,Napier,26-Jan-16,Nr160006,61 Latham Street   Napier,61 Latham Street,,,,"$4,600.00 ",replace existing with forte bay ag woodburner
2539,Hawks Bay,Napier,26-Jan-16,Nr160028,35A Park Road   Napier,35A Park Road,,,,"$4,500.00 ",replace existing with masport i2000 insert woodburner
2540,Hawks Bay,Napier,26-Jan-16,Nr160025,534 Kennedy Road   Napier,534 Kennedy Road,,,,"$4,500.00 ",install pyroclassic iv woodburner
2541,Hawks Bay,Napier,26-Jan-16,Nr151226,19 Mclaren Crescent   Napier,19 Mclaren Crescent,,,,"$4,154.00 ",replace existing with metro eco smart insert woodburner
2543,Hawks Bay,Napier,26-Jan-16,Nr160027,3 Mason Avenue   Napier,3 Mason Avenue,,,,"$3,500.00 ",replace existing with masport i2000 insert woodburner
2544,Hawks Bay,Napier,26-Jan-16,Nr151227,2 Kel Tremain Place   Napier,2 Kel Tremain Place,,,,"$3,300.00 ",replace existing with masport r1500p freestanding woodburner
2545,Hawks Bay,Napier,26-Jan-16,Nr160022,31 Cottrell Crescent   Napier,31 Cottrell Crescent,,,,"$3,000.00 ",replace existing with kent jayline is550 insert woodburner
2546,Hawks Bay,Napier,26-Jan-16,Nr160029,127 Harold Holt Avenue   Napier,127 Harold Holt Avenue,,,,"$3,000.00 ",replace existing with jayline is550 insert woodburner
2547,Hawks Bay,Napier,27-Jan-16,Nr160026,1 Boyd Road   Napier,1 Boyd Road,,,,"$2,500.00 ",replace existing with jayline spitfire woodburner
2555,Hawks Bay,Napier,29-Jan-16,Nr160002,38 Murphy Road   Napier,38 Murphy Road,,,,"$2,675.00 ",install kent rata insert woodburner
2563,Hawks Bay,Napier,4-Feb-16,160066,203 Auckland Road   Napier,203 Auckland Road,,,,"$5,100.00 ",replace existing fire with masport hestia 2 woodburner
2565,Hawks Bay,Napier,4-Feb-16,160035,17 Wynyard Crescent   Napier,17 Wynyard Crescent,,,,"$4,975.00 ",replace existing with masport le4000 insert woodburner
2566,Hawks Bay,Napier,4-Feb-16,160069,57 Kensington Drive   Napier,57 Kensington Drive,,,,"$4,700.00 ",replace existing with masport hestia 2 woodburner
2568,Hawks Bay,Napier,4-Feb-16,160071,4 Lucy Road   Napier,4 Lucy Road,,,,"$4,521.00 ",replace existing with firenzo contessa urban woodburner
2569,Hawks Bay,Napier,4-Feb-16,160073,85 Hetley Crescent   Napier,85 Hetley Crescent,,,,"$4,000.00 ",replace existing fire with masport f3000 woodburner
2570,Hawks Bay,Napier,4-Feb-16,160067,29 Skerrett Crescent   Napier,29 Skerrett Crescent,,,,"$4,000.00 ",replace existing fire with masport woodburner
2571,Hawks Bay,Napier,4-Feb-16,160042,33 Wycliffe Street   Napier,33 Wycliffe Street,,,,"$3,685.00 ",replace existing with jayline is550 insert woodburner
2572,Hawks Bay,Napier,4-Feb-16,160072,95 King Street   Napier,95 King Street,,,,"$3,677.00 ",replace existing fire with metro wee rad woodburner
2578,Hawks Bay,Napier,5-Feb-16,160056,141 Tait Drive   Napier,141 Tait Drive,,,,"$4,748.00 ",replace existing with metro woodburner
2579,Hawks Bay,Napier,5-Feb-16,160048,8 Stopford Street   Napier,8 Stopford Street,,,,"$4,600.00 ",replace existing with pyroclassic iv freestanding woodburner
2581,Hawks Bay,Napier,5-Feb-16,160044,181 Riverbend Road   Napier,181 Riverbend Road,,,,"$4,500.00 ",replace existing with metro wee rad woodburner
2582,Hawks Bay,Napier,5-Feb-16,160068,298 Kennedy Road   Napier,298 Kennedy Road,,,,"$4,150.00 ",replace existing fire with masport r1600p woodburner
2606,Hawks Bay,Napier,17-Feb-16,160086,5 Henley Crescent   Napier,5 Henley Crescent,,,,"$4,500.00 ",install masport bannockburn i2000 woodburner
2607,Hawks Bay,Napier,17-Feb-16,160106,15 Lowry Terrace   Napier,15 Lowry Terrace,,,,"$4,500.00 ",replace existing with woodsman totara insert woodburner
2608,Hawks Bay,Napier,17-Feb-16,160107,22 France Road   Napier,22 France Road,,,,"$4,500.00 ",replace existing with woodsman totara insert woodburner
2609,Hawks Bay,Napier,17-Feb-16,160080,80 Avondale Road   Napier,80 Avondale Road,,,,"$4,500.00 ",install masport hestia ii freestanding woodburner
2610,Hawks Bay,Napier,17-Feb-16,160090,1 Harpham Street   Napier,1 Harpham Street,,,,"$4,000.00 ",replace existing with kent signature freestanding woodburner
2611,Hawks Bay,Napier,17-Feb-16,160088,57 Burness Road   Napier,57 Burness Road,,,,"$4,000.00 ",replace existing with masport i2000 insert woodburner
2613,Hawks Bay,Napier,17-Feb-16,160094,6 Forward Street   Napier,6 Forward Street,,,,"$3,500.00 ",install masport osburn 1600 freestanding woodburner with
2627,Hawks Bay,Napier,18-Feb-16,160089,80 Churchill Drive   Napier,80 Churchill Drive,,,,"$4,800.00 ",replace existing with masport f3000 freestanding woodburner
2638,Hawks Bay,Napier,24-Feb-16,160105,14 Bishops Close   Napier,14 Bishops Close,,,,"$4,500.00 ",replace existing with masport f3300c freestanding woodburner
2640,Hawks Bay,Napier,25-Feb-16,151168,27 Avenue Road   Napier,27 Avenue Road,,,,"$60,000.00 ",internal alterations/install pyroclassic iv woodburner
2641,Hawks Bay,Napier,25-Feb-16,160084,18 Hawea Place   Napier,18 Hawea Place,,,,"$3,500.00 ",install bosca freestanding woodburner
2649,Hawks Bay,Napier,1-Mar-16,160104,49 Robinson Crescent   Napier,49 Robinson Crescent,,,,"$5,000.00 ",replace existing with masport hestia 2 woodburner
2650,Hawks Bay,Napier,1-Mar-16,160092,27 Wynyard Crescent   Napier,27 Wynyard Crescent,,,,"$4,880.00 ",replace existing with masport f3000 freestanding woodburner
2651,Hawks Bay,Napier,1-Mar-16,160123,7 Hill Road   Napier,7 Hill Road,,,,"$4,750.00 ",install metro mega rad freestanding woodburner
2652,Hawks Bay,Napier,1-Mar-16,160120,11 Guildford Street   Napier,11 Guildford Street,,,,"$4,500.00 ",replace existing woodsman totara insert woodburner
2653,Hawks Bay,Napier,1-Mar-16,160131,5 Totara Street   Napier,5 Totara Street,,,,"$4,500.00 ",replace existing with metro wee rad freestanding woodburner
2655,Hawks Bay,Napier,1-Mar-16,160121,1A Rutherford Road   Napier,1A Rutherford Road,,,,"$4,500.00 ",replace existing with woodsman totara insert woodburner
2656,Hawks Bay,Napier,1-Mar-16,160095,24 Magdalen Crescent   Napier,24 Magdalen Crescent,,,,"$4,068.00 ",replace existing with metro smart insert woodburner
2657,Hawks Bay,Napier,1-Mar-16,160112,11 Wharerangi Road   Napier,11 Wharerangi Road,,,,"$4,000.00 ",install masport heartland freestanding woodburner
2658,Hawks Bay,Napier,1-Mar-16,160124,112 Nuffield Avenue   Napier,112 Nuffield Avenue,,,,"$4,000.00 ",replace existing with woodsman totara insert woodburner
2659,Hawks Bay,Napier,1-Mar-16,160116,114 Freyberg Avenue   Napier,114 Freyberg Avenue,,,,"$3,500.00 ",replace existing with masport le4000 insert woodburner
2668,Hawks Bay,Napier,2-Mar-16,160130,18 Frickleton Street   Napier,18 Frickleton Street,,,,"$4,500.00 ",replace existing with masport i2000 insert woodburner
2669,Hawks Bay,Napier,2-Mar-16,160129,12 Haskell Place   Napier,12 Haskell Place,,,,"$4,000.00 ",replace existing with metro wee ped freestanding woodburner
2672,Hawks Bay,Napier,3-Mar-16,160154,8 Lawrence Road   Napier,8 Lawrence Road,,,,"$5,200.00 ",replace existing with firenzo kompact serenity woodburner
2674,Hawks Bay,Napier,3-Mar-16,160143,32 Meeanee Road   Napier,32 Meeanee Road,,,,"$3,900.00 ",replace existing masport r1500p freestanding woodburner
2675,Hawks Bay,Napier,3-Mar-16,160144,35 Rochester Street   Napier,35 Rochester Street,,,,"$3,700.00 ",replace existing with masport i2000 insert woodburner
2676,Hawks Bay,Napier,3-Mar-16,160140,17 Gebbie Road   Napier,17 Gebbie Road,,,,"$3,700.00 ",replace existing with jayline is550 insert woodburner
